ApsimVersion = 7.10 r0
format = csv
precision = 8
Title = bmw109
Date,DaysAfterSowing,Stage,Biomass,GreenWt,BiomassWt,RootGreenWt,LeafGreenWt,StemGreenWt,RachisGreenWt,GrainGreenWt,biomass_n,RootGreenN,LeafGreenN,StemGreenN,RachisGreenN,GrainGreenN,GrainGreenNConc,GrainNo,GrainSize,LeafNo,LAI,SLAI,ESW,SLN,WaterSD,HI,TPLA,SPLA,Height,DeltaTT,nfact_pheno,swdef_pheno,cover_green,cover_tot,sw_supply,sw_uptake(1),sw_uptake(2),sw_uptake(3),sw_uptake(4),sw_uptake(5),sw_uptake(6),sw_uptake(7),sw_uptake(8),sw_uptake(9),sw_uptake(10),sum(sw_uptake),RootDepth,n_total_uptake,n_massflow_uptake,n_diffusion_uptake,n_sd_ratio,sw(1),sw(2),sw(3),sw(4),sw(5),sw(6),sw(7),sw(8),sw(9),sw(10),no3(1),no3(2),no3(3),no3(4),no3(5),no3(6),no3(7),no3(8),no3(9),no3(10),no3_demand,n_supply_soil,RUE,TE
02/11/1985,5,3.00000000,0.43200000,0.06458500,0.04320000,0.02138500,0.02160000,0.02160000,0.00000000,0.00000000,0.00193500,0.00042800,0.00139500,0.00054000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.50000000,0.00082100,0.00000000,92.90683400,1.70000000,1.00000000,0.00000000,3.80000000,0.00000000,0.00000000,12.37134700,1.00000000,1.00000000,0.00041000,0.00041000,0.25605200,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,177.81735600,0.00032400,0.00000000,0.00032400,0.50000000,0.19113300,0.22513000,0.23235500,0.23281300,0.21719300,0.20187600,0.21054800,0.22719600,0.23071500,0.22635100,23.26941100,17.99996400,7.47963700,16.85133700,16.86888500,16.82943300,8.35780100,8.29499200,10.34280000,10.34059900,0.00064800,0.00032400,0.00000000,2.13361600
02/11/1985,5,3.00000000,0.43200000,0.06458500,0.04320000,0.02138500,0.02160000,0.02160000,0.00000000,0.00000000,0.00193500,0.00042800,0.00139500,0.00054000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.50000000,0.00082100,0.00000000,92.90683400,1.70000000,1.00000000,0.00000000,3.80000000,0.00000000,0.00000000,12.37134700,1.00000000,1.00000000,0.00041000,0.00041000,0.25605200,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00000000,177.81735600,0.00032400,0.00000000,0.00032400,0.50000000,0.19113300,0.22513000,0.23235500,0.23281300,0.21719300,0.20187600,0.21054800,0.22719600,0.23071500,0.22635100,23.26941100,17.99996400,7.47963700,16.85133700,16.86888500,16.82943300,8.35780100,8.29499200,10.34280000,10.34059900,0.00064800,0.00032400,0.00000000,2.13361600
03/11/1985,6,3.29632800,0.55351300,0.08750600,0.05535000,0.03349300,0.03235700,0.02165500,0.00000000,0.00000000,0.00382900,0.00042700,0.00318900,0.00050800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.69032800,0.00266200,0.00011000,92.61955300,1.19794700,1.00000000,0.00000000,12.32495800,0.51008800,0.25000000,12.23729200,1.00000000,1.00000000,0.00133000,0.00138500,0.44348700,0.00083000,0.00050000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00133000,210.81735600,0.00189400,0.00014400,0.00175000,0.51981200,0.19150500,0.22323700,0.23088500,0.23256200,0.21737300,0.20202500,0.21063300,0.22707200,0.23066800,0.22640800,24.00081100,17.99284000,7.54678900,17.09594000,17.14315800,17.10391800,8.62188900,8.54998200,10.72955900,10.72872100,0.00364400,0.00189400,0.01215100,4.05195200
03/11/1985,6,3.29632800,0.55351300,0.08750600,0.05535000,0.03349300,0.03235700,0.02165500,0.00000000,0.00000000,0.00382900,0.00042700,0.00318900,0.00050800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.69032800,0.00266200,0.00011000,92.61955300,1.19794700,1.00000000,0.00000000,12.32495800,0.51008800,0.25000000,12.23729200,1.00000000,1.00000000,0.00133000,0.00138500,0.44348700,0.00083000,0.00050000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00133000,210.81735600,0.00189400,0.00014400,0.00175000,0.51981200,0.19150500,0.22323700,0.23088500,0.23256200,0.21737300,0.20202500,0.21063300,0.22707200,0.23066800,0.22640800,24.00081100,17.99284000,7.54678900,17.09594000,17.14315800,17.10391800,8.62188900,8.54998200,10.72955900,10.72872100,0.00364400,0.00189400,0.01215100,4.05195200
04/11/1985,7,3.54228800,0.94076700,0.16488900,0.09408000,0.07215200,0.07075000,0.02198800,0.00000000,0.00000000,0.00664300,0.00060900,0.00593300,0.00057800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.87859400,0.00471600,0.00011000,92.33824700,1.25791700,1.00000000,0.00000000,21.83440600,0.51008800,0.25063700,12.29797900,1.00000000,1.00000000,0.00235500,0.00241000,0.70604400,0.00208500,0.00230100,0.00000800,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00439400,243.81735600,0.00299700,0.00045500,0.00254200,0.54107800,0.19164300,0.22156900,0.22957100,0.23226700,0.21754400,0.20217400,0.21071600,0.22695000,0.23062100,0.22646400,24.63093000,17.96040500,7.59353900,17.28930500,17.36980800,17.33324100,8.84192700,8.76209000,11.05429300,11.05654000,0.00553800,0.00299700,0.03872500,6.22240600
04/11/1985,7,3.54228800,0.94076700,0.16488900,0.09408000,0.07215200,0.07075000,0.02198800,0.00000000,0.00000000,0.00664300,0.00060900,0.00593300,0.00057800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.87859400,0.00471600,0.00011000,92.33824700,1.25791700,1.00000000,0.00000000,21.83440600,0.51008800,0.25063700,12.29797900,1.00000000,1.00000000,0.00235500,0.00241000,0.70604400,0.00208500,0.00230100,0.00000800,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00439400,243.81735600,0.00299700,0.00045500,0.00254200,0.54107800,0.19164300,0.22156900,0.22957100,0.23226700,0.21754400,0.20217400,0.21071600,0.22695000,0.23062100,0.22646400,24.63093000,17.96040500,7.59353900,17.28930500,17.36980800,17.33324100,8.84192700,8.76209000,11.05429300,11.05654000,0.00553800,0.00299700,0.03872500,6.22240600
05/11/1985,8,3.80284900,1.72428400,0.32144800,0.17243000,0.15035900,0.14801600,0.02307400,0.00000000,0.00000000,0.01029000,0.00117000,0.00948300,0.00067500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.06779400,0.00705100,0.00011000,92.06064400,1.34485600,1.00000000,0.00000000,32.64398700,0.51008800,0.25449100,13.02804900,1.00000000,1.00000000,0.00351900,0.00357400,0.92030600,0.00437800,0.00541100,0.00051100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01030000,276.81735600,0.00420900,0.00103300,0.00317600,0.56996500,0.19158400,0.22006500,0.22838000,0.23193900,0.21770600,0.20232400,0.21079800,0.22683200,0.23057300,0.22651900,25.17572600,17.90836500,7.62262500,17.43998100,17.55625300,17.52440500,9.02464200,8.93785200,11.32633200,11.33307100,0.00738500,0.00420900,0.07835200,7.00105100
05/11/1985,8,3.80284900,1.72428400,0.32144800,0.17243000,0.15035900,0.14801600,0.02307400,0.00000000,0.00000000,0.01029000,0.00117000,0.00948300,0.00067500,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.06779400,0.00705100,0.00011000,92.06064400,1.34485600,1.00000000,0.00000000,32.64398700,0.51008800,0.25449100,13.02804900,1.00000000,1.00000000,0.00351900,0.00357400,0.92030600,0.00437800,0.00541100,0.00051100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01030000,276.81735600,0.00420900,0.00103300,0.00317600,0.56996500,0.19158400,0.22006500,0.22838000,0.23193900,0.21770600,0.20232400,0.21079800,0.22683200,0.23057300,0.22651900,25.17572600,17.90836500,7.62262500,17.43998100,17.55625300,17.52440500,9.02464200,8.93785200,11.32633200,11.33307100,0.00738500,0.00420900,0.07835200,7.00105100
06/11/1985,9,4.00000000,2.41969900,0.46023100,0.24197000,0.21960000,0.21614300,0.02448700,0.00000000,0.00000000,0.01429100,0.00178200,0.01342100,0.00073800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.26822600,0.00984700,0.00011000,93.77001400,1.36300900,1.00000000,0.00000000,45.58680700,0.51008800,0.26705500,11.88313200,1.00000000,1.00000000,0.00491100,0.00496600,1.33867900,0.00232700,0.00244100,0.00080100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00556900,309.81735600,0.00461600,0.00050900,0.00410600,0.52920700,0.20989600,0.21996400,0.22744400,0.23159400,0.21785800,0.20247500,0.21087800,0.22671600,0.23052600,0.22657400,25.52025400,17.94827700,7.64025000,17.55106000,17.70438400,17.67916500,9.17197300,9.07937300,11.54906700,11.56207600,0.00872200,0.00461600,0.06954200,16.71525300
06/11/1985,9,4.00000000,2.41969900,0.46023100,0.24197000,0.21960000,0.21614300,0.02448700,0.00000000,0.00000000,0.01429100,0.00178200,0.01342100,0.00073800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.26822600,0.00984700,0.00011000,93.77001400,1.36300900,1.00000000,0.00000000,45.58680700,0.51008800,0.26705500,11.88313200,1.00000000,1.00000000,0.00491100,0.00496600,1.33867900,0.00232700,0.00244100,0.00080100,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.00556900,309.81735600,0.00461600,0.00050900,0.00410600,0.52920700,0.20989600,0.21996400,0.22744400,0.23159400,0.21785800,0.20247500,0.21087800,0.22671600,0.23052600,0.22657400,25.52025400,17.94827700,7.64025000,17.55106000,17.70438400,17.67916500,9.17197300,9.07937300,11.54906700,11.56207600,0.00872200,0.00461600,0.06954200,16.71525300
07/11/1985,10,4.12906600,3.78043200,0.73193800,0.37804000,0.35523400,0.34834700,0.02835700,0.00000000,0.00000000,0.01912500,0.00289100,0.01813500,0.00085800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45104300,0.01274500,0.00011000,91.77786600,1.42293700,1.00000000,0.00000000,59.00512000,0.51008800,0.28341800,11.60866700,1.00000000,1.00000000,0.00635200,0.00640700,1.47599700,0.00433300,0.00645900,0.00443300,0.00000600,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01523000,342.81735600,0.00594600,0.00126200,0.00468400,0.55936300,0.19244100,0.21852900,0.22649500,0.23123500,0.21800000,0.20262500,0.21095700,0.22660200,0.23047900,0.22662800,25.91746300,17.85043700,7.64129400,17.62957400,17.82094800,17.80357700,9.28953100,9.19189800,11.72963400,11.75025400,0.01063000,0.00594600,0.13607300,13.18720700
07/11/1985,10,4.12906600,3.78043200,0.73193800,0.37804000,0.35523400,0.34834700,0.02835700,0.00000000,0.00000000,0.01912500,0.00289100,0.01813500,0.00085800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.45104300,0.01274500,0.00011000,91.77786600,1.42293700,1.00000000,0.00000000,59.00512000,0.51008800,0.28341800,11.60866700,1.00000000,1.00000000,0.00635200,0.00640700,1.47599700,0.00433300,0.00645900,0.00443300,0.00000600,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01523000,342.81735600,0.00594600,0.00126200,0.00468400,0.55936300,0.19244100,0.21852900,0.22649500,0.23123500,0.21800000,0.20262500,0.21095700,0.22660200,0.23047900,0.22662800,25.91746300,17.85043700,7.64129400,17.62957400,17.82094800,17.80357700,9.28953100,9.19189800,11.72963400,11.75025400,0.01063000,0.00594600,0.13607300,13.18720700
08/11/1985,11,4.24512200,5.36550300,1.04824200,0.53655000,0.51303100,0.50100400,0.03420700,0.00000000,0.00000000,0.02437000,0.00430400,0.02323000,0.00100800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.62963800,0.01592200,0.00011000,91.50161700,1.45898900,1.00000000,0.00000000,73.71331100,0.51008800,0.32820900,12.25993700,1.00000000,1.00000000,0.00792900,0.00798400,1.60449700,0.00436700,0.00648000,0.00571600,0.00024400,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01680700,375.81735600,0.00666400,0.00133100,0.00533400,0.55544800,0.19206600,0.21726900,0.22557700,0.23086300,0.21813400,0.20277600,0.21103400,0.22649100,0.23043200,0.22668200,26.26158100,17.74879600,7.63335700,17.68210800,17.91386200,17.90514800,9.38443600,9.28220700,11.87746000,11.90636200,0.01199800,0.00666400,0.15850700,15.13247300
08/11/1985,11,4.24512200,5.36550300,1.04824200,0.53655000,0.51303100,0.50100400,0.03420700,0.00000000,0.00000000,0.02437000,0.00430400,0.02323000,0.00100800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.62963800,0.01592200,0.00011000,91.50161700,1.45898900,1.00000000,0.00000000,73.71331100,0.51008800,0.32820900,12.25993700,1.00000000,1.00000000,0.00792900,0.00798400,1.60449700,0.00436700,0.00648000,0.00571600,0.00024400,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.01680700,375.81735600,0.00666400,0.00133100,0.00533400,0.55544800,0.19206600,0.21726900,0.22557700,0.23086300,0.21813400,0.20277600,0.21103400,0.22649100,0.23043200,0.22668200,26.26158100,17.74879600,7.63335700,17.68210800,17.91386200,17.90514800,9.38443600,9.28220700,11.87746000,11.90636200,0.01199800,0.00666400,0.15850700,15.13247300
09/11/1985,12,4.35845100,7.42851500,1.45476800,0.74285000,0.71830600,0.69274300,0.04371900,0.00000000,0.00000000,0.03030900,0.00613700,0.02879800,0.00121200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.81825200,0.01952900,0.00025300,91.22931100,1.47461800,1.00000000,0.00000000,90.41349700,1.16926800,0.39591600,11.97189500,1.00000000,1.00000000,0.00971700,0.00984200,1.71557300,0.00482100,0.00711300,0.00691700,0.00116700,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.02001700,408.81735600,0.00778100,0.00153000,0.00625100,0.55452000,0.19160000,0.21613100,0.22469500,0.23047700,0.21825700,0.20292700,0.21111000,0.22638200,0.23038500,0.22673500,26.56222900,17.64263300,7.61880400,17.71254000,17.98751100,17.98799300,9.46064900,9.35410700,11.99791500,12.03552900,0.01403100,0.00778100,0.20630100,17.68096700
09/11/1985,12,4.35845100,7.42851500,1.45476800,0.74285000,0.71830600,0.69274300,0.04371900,0.00000000,0.00000000,0.03030900,0.00613700,0.02879800,0.00121200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1.81825200,0.01952900,0.00025300,91.22931100,1.47461800,1.00000000,0.00000000,90.41349700,1.16926800,0.39591600,11.97189500,1.00000000,1.00000000,0.00971700,0.00984200,1.71557300,0.00482100,0.00711300,0.00691700,0.00116700,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.02001700,408.81735600,0.00778100,0.00153000,0.00625100,0.55452000,0.19160000,0.21613100,0.22469500,0.23047700,0.21825700,0.20292700,0.21111000,0.22638200,0.23038500,0.22673500,26.56222900,17.64263300,7.61880400,17.71254000,17.98751100,17.98799300,9.46064900,9.35410700,11.99791500,12.03552900,0.01403100,0.00778100,0.20630100,17.68096700
10/11/1985,13,4.47599100,10.62450800,2.08450600,1.06245000,1.03646900,0.98618000,0.06185800,0.00000000,0.00000000,0.03742200,0.00893200,0.03526300,0.00163100,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,2.00243500,0.02344800,0.00044300,96.49943000,1.50384200,1.00000000,0.00000000,108.55689600,2.05251600,0.50600500,12.41663900,1.00000000,1.00000000,0.01165600,0.01187500,2.29255800,0.01075900,0.01174800,0.00971600,0.00393700,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,-0.00000000,0.03615900,441.81735600,0.00992000,0.00264900,0.00727100,0.57703600,0.22515700,0.23298800,0.22690200,0.23019300,0.21837300,0.20307800,0.21118500,0.22627500,0.23033800,0.22678800,24.89443000,19.23312200,7.81119900,17.73598500,18.04633900,18.05624600,9.52219400,9.41151400,12.09660500,12.14309500,0.01719100,0.00992000,0.31959900,20.26337200
